positioning_time,quality,direction,Gps.speed,Gps.flag,Speed.speed,pulse,Speed.flag,Back,Brake+Back,COG,No fix,DR,3D,3D+DR,lat,lng,seq_no,status,satellite_num,pdop,altitude,ACC OFF,ACC ON
20190802T220958+0900,1,0,41.8,1,41.5,29,0,,,0,,,-50,,25.025187,121.537754,,2,12,1.5,20.2,,
,,,41.8,,43,31,0,,,0,,,,,,,,,,,,,
20190802T220959+0900,1,0,44.7,1,44.3,31,2,,,0,,,-50,,25.025291,121.537755,,2,12,1.5,20.3,,
,,,44.7,,45.4,32,2,,,0,,,,,,,,,,,,,
20190802T221000+0900,1,0,46.2,1,45.9,32,0,,,0,,,-50,,25.025401,121.537757,,2,12,1.4,20.6,,
,,,46.2,,46.8,34,0,,,0,,,,,,,,,,,,,
20190802T221001+0900,1,0,49.1,1,48.3,34,2,,,0,,,-50,,25.025517,121.537759,,2,11,1.5,20.7,,
,,,49.1,,49.3,36,0,,,0,,,,,,,,,,,,,
20190802T221002+0900,1,1,52,1,50.6,36,0,,,1,,,-50,,25.025638,121.537762,,2,10,1.5,20.8,,
,,,52,,51.7,37,2,,,1,,,,,,,,,,,,,
20190802T221003+0900,1,1,53.4,1,52.6,37,2,,,0,,,-50,,25.025764,121.537765,,2,10,1.5,21,,
,,,53.4,,54.1,38,0,,,0,,,,,,,,,,,,,
20190802T221004+0900,1,1,54.8,1,54.3,38,0,,,0,,,-50,,25.025898,121.537768,,2,10,1.4,20.8,,
,,,54.8,,55,39,2,,,0,,,,,,,,,,,,,
20190802T221005+0900,1,0,56.3,1,56.2,39,0,,,1,,,-50,,25.026034,121.537771,,2,8,1.6,20.8,,
,,,56.3,,57.1,41,0,,,1,,,,,,,,,,,,,
20190802T221006+0900,1,0,59.2,1,58,41,2,,,0,,,-50,,25.026174,121.537774,,2,10,1.7,20.8,,
,,,59.2,,58.5,41,2,,,0,,,,,,,,,,,,,
20190802T221007+0900,1,0,59.2,1,58.2,41,0,,,0,,,-50,,25.026319,121.537777,,2,9,1.6,20.7,,
,,,59.2,,58,41,0,,,0,,,,,,,,,,,,,
20190802T221008+0900,1,0,59.2,1,58.6,41,0,,,0,,,-50,,25.026465,121.537779,,2,7,1.9,20.7,,
,,,59.2,,59.4,43,0,,,0,,,,,,,,,,,,,
20190802T221009+0900,1,0,62.1,1,60.1,43,0,,,0,,,-50,,25.026612,121.537779,,2,11,1.4,20.3,,
,,,62.1,,60.9,43,0,,,0,,,,,,,,,,,,,
20190802T221010+0900,1,0,62.1,1,61.4,43,0,,,0,,,-50,,25.026762,121.537781,,2,12,1.3,20.2,,
,,,62.1,,61.8,43,0,,,0,,,,,,,,,,,,,
20190802T221011+0900,1,0,62.1,1,62,43,0,,,0,,,-50,,25.026916,121.537784,,2,12,1.3,20.2,,
,,,62.1,,62.6,45,0,,,0,,,,,,,,,,,,,
20190802T221012+0900,1,0,65,1,63.4,45,0,,,0,,,-50,,25.027071,121.537787,,2,12,1.3,20.2,,
,,,65,,64.2,46,0,,,0,,,,,,,,,,,,,
20190802T221013+0900,1,0,66.4,1,65.2,46,0,,,0,,,-50,,25.02723,121.53779,,2,11,1.6,20.1,,
,,,66.4,,65.7,47,0,,,0,,,,,,,,,,,,,
20190802T221014+0900,1,0,67.8,1,66.2,47,0,,,0,,,-50,,25.027393,121.537793,,2,10,1.7,20.1,,
,,,67.8,,66.7,47,0,,,0,,,,,,,,,,,,,
20190802T221015+0900,1,0,67.8,1,67.2,47,0,,,0,,,-50,,25.027559,121.537797,,2,11,1.5,20,,
,,,67.8,,67.7,48,0,,,0,,,,,,,,,,,,,
20190802T221016+0900,1,0,69.3,1,67.5,48,0,,,0,,,-50,,25.027727,121.5378,,2,12,1.3,19.8,,
,,,69.3,,66.9,47,0,,,0,,,,,,,,,,,,,
20190802T221017+0900,1,0,67.8,1,66.4,47,0,,,0,,,-50,,25.027896,121.537803,,2,12,1.3,19.7,,
,,,67.8,,66,46,0,,,0,,,,,,,,,,,,,
20190802T221018+0900,1,0,66.4,1,66.1,46,0,,,0,,,-50,,25.028063,121.537807,,2,12,1.4,19.6,,
,,,66.4,,66.3,47,0,,,0,,,,,,,,,,,,,
20190802T221019+0900,1,0,67.8,1,66.5,47,0,,,0,,,-50,,25.028228,121.53781,,2,12,1.4,19.5,,
,,,67.8,,66.7,47,0,,,0,,,,,,,,,,,,,
20190802T221020+0900,1,0,67.8,1,67.1,47,0,,,0,,,-50,,25.028395,121.537813,,2,12,1.4,19.3,,
,,,67.8,,67.3,47,0,,,0,,,,,,,,,,,,,
20190802T221021+0900,1,0,67.8,1,67.2,47,0,,,0,,,-50,,25.028563,121.537815,,2,12,1.3,19.3,,
,,,67.8,,67,48,0,,,0,,,,,,,,,,,,,
20190802T221022+0900,1,0,69.3,1,67,48,0,,,0,,,-50,,25.028731,121.537818,,2,12,1.3,19.2,,
,,,69.3,,67.1,48,0,,,0,,,,,,,,,,,,,
20190802T221023+0900,1,0,69.3,1,67.3,48,0,,,0,,,-50,,25.028899,121.537821,,2,12,1.3,19.2,,
,,,69.3,,67.7,47,0,,,0,,,,,,,,,,,,,
20190802T221024+0900,1,1,67.8,1,67.9,47,0,,,1,,,-50,,25.029067,121.537824,,2,12,1.4,19.2,,
,,,67.8,,68.3,50,0,,,1,,,,,,,,,,,,,
20190802T221025+0900,1,1,72.2,1,68.8,50,0,,,0,,,-50,,25.029237,121.537827,,2,12,1.4,19.2,,
,,,72.2,,69.5,49,0,,,0,,,,,,,,,,,,,
20190802T221026+0900,1,0,70.7,1,69.9,49,0,,,1,,,-50,,25.029409,121.53783,,2,12,1.4,19,,
,,,70.7,,70.3,49,0,,,1,,,,,,,,,,,,,
20190802T221027+0900,1,1,70.7,1,70.5,49,0,,,1,,,-50,,25.029584,121.537834,,2,12,1.4,18.7,,
,,,70.7,,70.8,50,0,,,1,,,,,,,,,,,,,
20190802T221028+0900,1,1,72.2,1,71,50,0,,,0,,,-50,,25.02976,121.537838,,2,12,1.3,18.7,,
,,,72.2,,70.9,50,0,,,0,,,,,,,,,,,,,
20190802T221029+0900,1,0,72.2,1,71.1,50,0,,,1,,,-50,,25.029938,121.537842,,2,12,1.3,18.7,,
,,,72.2,,71.4,50,0,,,1,,,,,,,,,,,,,
20190802T221030+0900,1,1,72.2,1,71.5,50,0,,,1,,,-50,,25.030116,121.537846,,2,11,1.5,18.7,,
,,,72.2,,71.8,52,0,,,1,,,,,,,,,,,,,
20190802T221032+0900,1,0,75.1,1,72.2,52,0,,,1,,,-50,,25.030385,121.537852,,2,10,1.5,18.7,,
,,,75.1,,72.2,51,0,,,1,,,,,,,,,,,,,
20190802T221032+0900,1,0,73.6,1,72.4,51,0,,,0,,,-50,,25.030475,121.537853,,2,10,1.6,18.6,,
,,,73.6,,72.3,51,0,,,0,,,,,,,,,,,,,
20190802T221033+0900,1,0,73.6,1,72.4,51,0,,,0,,,-50,,25.030657,121.537855,,2,10,2.2,18.5,,
,,,73.6,,72.8,52,0,,,0,,,,,,,,,,,,,
20190802T221034+0900,1,0,75.1,1,73.2,52,0,,,0,,,-50,,25.030839,121.537858,,2,12,1.4,18.5,,
,,,75.1,,73.6,52,0,,,0,,,,,,,,,,,,,
20190802T221035+0900,1,0,75.1,1,74.1,52,0,,,0,,,-50,,25.031022,121.53786,,2,12,1.4,18.5,,
,,,75.1,,74.4,52,0,,,0,,,,,,,,,,,,,
20190802T221036+0900,1,0,75.1,1,74.2,52,0,,,0,,,-50,,25.031208,121.537864,,2,12,1.4,18.6,,
,,,75.1,,74.2,53,0,,,0,,,,,,,,,,,,,
20190802T221037+0900,1,0,76.5,1,73.9,53,0,,,0,,,-50,,25.031393,121.537864,,2,12,1.3,18.5,,
,,,76.5,,74,52,0,,,0,,,,,,,,,,,,,
20190802T221038+0900,1,0,75.1,1,74.2,52,0,,,0,,,-50,,25.031578,121.537867,,2,12,1.4,18.2,,
,,,75.1,,74,52,0,,,0,,,,,,,,,,,,,
20190802T221039+0900,1,0,75.1,1,73.3,52,0,,,0,,,-50,,25.031765,121.53787,,2,12,1.5,18.1,,
,,,75.1,,73.3,51,0,,,0,,,,,,,,,,,,,
20190802T221040+0900,1,0,73.6,1,73.2,51,0,,,0,,,-50,,25.031949,121.537873,,2,12,1.4,18,,
,,,73.6,,72.4,52,0,,,0,,,,,,,,,,,,,
20190802T221041+0900,1,0,75.1,1,72.4,52,0,,,0,,,-50,,25.032132,121.537876,,2,12,1.7,17.7,,
,,,75.1,,72.2,51,0,,,0,,,,,,,,,,,,,
20190802T221042+0900,1,0,73.6,1,71.9,51,0,,,0,,,-50,,25.032314,121.53788,,2,12,1.2,17.7,,
,,,73.6,,71.4,49,0,,,0,,,,,,,,,,,,,
20190802T221043+0900,1,0,70.7,1,70.6,49,0,,,0,,,-50,,25.032494,121.537883,,2,12,1.3,17.6,,
,,,70.7,,70.5,50,0,,,0,,,,,,,,,,,,,
20190802T221044+0900,1,1,72.2,1,70.7,50,0,,,1,,,-50,,25.032671,121.537887,,2,12,1.3,17.7,,
,,,72.2,,71.1,50,0,,,1,,,,,,,,,,,,,
20190802T221045+0900,1,1,72.2,1,71.1,50,0,,,0,,,-50,,25.032849,121.537892,,2,12,1.3,17.6,,
,,,72.2,,71.4,51,0,,,0,,,,,,,,,,,,,
20190802T221046+0900,1,1,73.6,1,71.7,51,0,,,0,,,-50,,25.033027,121.537896,,2,12,1.4,17.5,,
,,,73.6,,71.9,50,0,,,0,,,,,,,,,,,,,
20190802T221047+0900,1,0,72.2,1,71.8,50,0,,,1,,,-50,,25.033207,121.5379,,2,12,1.3,17.3,,
,,,72.2,,72,51,0,,,1,,,,,,,,,,,,,
20190802T221048+0900,1,1,73.6,1,71.9,51,0,,,1,,,-50,,25.033388,121.537903,,2,12,1.4,17.2,,
,,,73.6,,71.3,51,0,,,1,,,,,,,,,,,,,
20190802T221049+0900,1,1,73.6,1,71,51,0,,,0,,,-50,,25.033567,121.537907,,2,12,1.3,17.2,,
,,,73.6,,70.9,50,0,,,0,,,,,,,,,,,,,
20190802T221050+0900,1,1,72.2,1,71,50,0,,,0,,,-50,,25.033745,121.537912,,2,12,1.4,17.2,,
,,,72.2,,71.2,50,0,,,0,,,,,,,,,,,,,
20190802T221051+0900,1,0,72.2,1,71,50,0,,,1,,,-50,,25.033924,121.537916,,2,12,1.5,17.2,,
,,,72.2,,70.9,50,0,,,1,,,,,,,,,,,,,
20190802T221052+0900,1,0,72.2,1,71.1,50,0,,,0,,,-50,,25.034101,121.53792,,2,12,1.5,17.2,,
,,,72.2,,71.3,51,0,,,0,,,,,,,,,,,,,
20190802T221053+0900,1,0,73.6,1,71.5,51,0,,,0,,,-50,,25.03428,121.537922,,2,11,1.6,17.2,,
,,,73.6,,71.2,50,0,,,0,,,,,,,,,,,,,
20190802T221054+0900,1,0,72.2,1,71.2,50,0,,,0,,,-50,,25.034459,121.537924,,2,11,1.6,17.2,,
,,,72.2,,71.1,50,0,,,0,,,,,,,,,,,,,
20190802T221055+0900,1,0,72.2,1,71.1,50,0,,,0,,,-50,,25.034637,121.537927,,2,9,1.7,17.2,,
,,,72.2,,70.5,50,0,,,0,,,,,,,,,,,,,
20190802T221056+0900,1,0,72.2,1,70.3,50,0,,,0,,,-50,,25.034815,121.537931,,2,8,1.9,17.2,,
,,,72.2,,70.5,49,0,,,0,,,,,,,,,,,,,
20190802T221057+0900,1,0,70.7,1,70.6,49,0,,,0,,,-50,,25.034992,121.537934,,2,9,1.6,17.2,,
,,,70.7,,70.6,50,0,,,0,,,,,,,,,,,,,
20190802T221058+0900,1,0,72.2,1,70.6,50,0,,,0,,,-50,,25.035168,121.537937,,2,10,1.5,17.3,,
,,,72.2,,70.5,49,0,,,0,,,,,,,,,,,,,
20190802T221059+0900,1,0,70.7,1,70.2,49,0,,,0,,,-50,,25.035345,121.53794,,2,9,1.6,17.3,,
,,,70.7,,70.2,50,4,,,0,,,,,,,,,,,,,
20190802T221100+0900,1,359,72.2,1,70.6,50,4,,,1,,,-50,,25.035522,121.537942,,2,10,1.5,17.3,,
,,,72.2,,70.8,50,0,,,1,,,,,,,,,,,,,
20190802T221101+0900,1,358,72.2,1,71.2,50,4,,,1,,,-50,,25.0357,121.537941,,2,10,1.5,17.5,,
,,,72.2,,72,51,4,,,1,,,,,,,,,,,,,
20190802T221102+0900,1,358,73.6,1,73,51,0,,,0,,,-50,,25.035879,121.537936,,2,11,1.7,17.7,,
,,,73.6,,73.6,53,0,,,0,,,,,,,,,,,,,
20190802T221103+0900,1,358,76.5,1,74.1,53,4,,,0,,,-50,,25.036061,121.53793,,2,11,1.8,17.7,,
,,,76.5,,74.7,53,4,,,0,,,,,,,,,,,,,
20190802T221104+0900,1,359,76.5,1,75.2,53,0,,,1,,,-50,,25.036248,121.537926,,2,11,1.7,17.7,,
,,,76.5,,75.6,53,4,,,1,,,,,,,,,,,,,
20190802T221105+0900,1,0,76.5,1,75.7,53,4,,,1,,,-50,,25.036436,121.537925,,2,10,1.8,18,,
,,,76.5,,76.1,54,0,,,1,,,,,,,,,,,,,
20190802T221106+0900,1,0,78,1,76.3,54,0,,,0,,,-50,,25.036626,121.537925,,2,10,1.8,17.8,,
,,,78,,76.3,54,4,,,0,,,,,,,,,,,,,
20190802T221107+0900,1,0,78,1,76.4,54,4,,,0,,,-50,,25.036817,121.537926,,2,11,1.5,18.1,,
,,,78,,76.4,54,0,,,0,,,,,,,,,,,,,
20190802T221108+0900,1,1,78,1,76.5,54,4,,,1,,,-50,,25.037009,121.537928,,2,11,1.4,18.2,,
,,,78,,76.6,54,0,,,1,,,,,,,,,,,,,
20190802T221109+0900,1,1,78,1,76.7,54,0,,,0,,,-50,,25.037201,121.537932,,2,12,1.4,18.6,,
,,,78,,76.6,54,0,,,0,,,,,,,,,,,,,
20190802T221110+0900,1,1,78,1,76.2,54,0,,,0,,,-50,,25.037393,121.537936,,2,11,1.4,18.7,,
,,,78,,76.5,54,0,,,0,,,,,,,,,,,,,
20190802T221111+0900,1,1,78,1,76.8,54,0,,,0,,,-50,,25.037585,121.537941,,2,12,1.4,19,,
,,,78,,76.7,54,0,,,0,,,,,,,,,,,,,
20190802T221112+0900,1,1,78,1,76.4,54,0,,,0,,,-50,,25.037778,121.537946,,2,10,1.5,19.2,,
,,,78,,76.3,54,0,,,0,,,,,,,,,,,,,
20190802T221113+0900,1,1,78,1,76.4,54,0,,,0,,,-50,,25.037969,121.537951,,2,10,1.4,19.2,,
,,,78,,76.5,54,0,,,0,,,,,,,,,,,,,
20190802T221114+0900,1,0,78,1,76.3,54,0,,,1,,,-50,,25.038161,121.537955,,2,11,1.4,19.2,,
,,,78,,76.2,54,0,,,1,,,,,,,,,,,,,
20190802T221115+0900,1,0,78,1,76.3,54,0,,,0,,,-50,,25.038352,121.537959,,2,11,1.4,19.1,,
,,,78,,76.3,53,0,,,0,,,,,,,,,,,,,
20190802T221116+0900,1,0,76.5,1,76.1,53,0,,,0,,,-50,,25.038543,121.537961,,2,11,1.4,19,,
,,,76.5,,76.6,54,0,,,0,,,,,,,,,,,,,
20190802T221117+0900,1,359,78,1,76.5,54,0,,,1,,,-50,,25.038735,121.537962,,2,11,1.4,18.6,,
,,,78,,76.2,54,0,,,1,,,,,,,,,,,,,
20190802T221118+0900,1,356,78,1,75.9,54,0,,,3,,,-50,,25.038926,121.537958,,2,11,1.5,18.2,,
,,,78,,76,54,0,,,3,,,,,,,,,,,,,
20190802T221119+0900,1,354,78,1,76,54,0,,,2,,,-50,,25.039117,121.537947,,2,12,1.4,18.1,,
,,,78,,76,53,0,,,2,,,,,,,,,,,,,
20190802T221120+0900,1,352,76.5,1,76.1,53,0,,,2,,,-50,,25.039307,121.537929,,2,11,1.5,17.8,,
,,,76.5,,76.4,54,0,,,2,,,,,,,,,,,,,
20190802T221121+0900,1,350,78,1,76.5,54,0,,,2,,,-50,,25.039497,121.537902,,2,12,1.4,17.7,,
,,,78,,76.1,53,0,,,2,,,,,,,,,,,,,
20190802T221122+0900,1,348,76.5,1,76.1,53,0,,,2,,,-50,,25.039686,121.537869,,2,12,1.4,17.7,,
,,,76.5,,76,54,0,,,2,,,,,,,,,,,,,
20190802T221123+0900,1,347,78,1,75.7,54,0,,,1,,,-50,,25.039874,121.537828,,2,12,1.4,17.8,,
,,,78,,75.7,53,0,,,1,,,,,,,,,,,,,
20190802T221125+0900,1,344,76.5,1,74.5,53,0,,,3,,,-50,,25.040151,121.537756,,2,9,1.7,18,,
,,,76.5,,74.5,54,0,,,3,,,,,,,,,,,,,
20190802T221126+0900,1,342,78,1,74.7,54,0,,,2,,,-50,,25.04033,121.5377,,2,7,3.8,18.1,,
,,,78,,74.9,52,0,,,2,,,,,,,,,,,,,
20190802T221126+0900,6,340,75.1,1,74.9,52,0,,,2,,-50,,,25.040509,121.537637,,1,0,50,18.2,,
,,,75.1,,74.9,54,0,,,2,,,,,,,,,,,,,
20190802T221127+0900,1,340,78,1,75.7,54,0,,,0,,,-50,,25.040598,121.537604,,2,5,6.8,18.1,,
,,,78,,76.2,54,2,,,0,,,,,,,,,,,,,
20190802T221128+0900,1,340,78,1,76.4,54,2,,,0,,,-50,,25.040779,121.537532,,2,8,2.6,17.8,,
,,,78,,76.5,54,0,,,0,,,,,,,,,,,,,
20190802T221129+0900,1,341,78,1,76.4,54,0,,,1,,,-50,,25.04096,121.537463,,2,10,1.7,18,,
,,,78,,76.4,54,2,,,1,,,,,,,,,,,,,
20190802T221130+0900,1,341,78,1,76.5,54,0,,,0,,,-50,,25.041142,121.537396,,2,10,1.6,18,,
,,,78,,76.2,54,0,,,0,,,,,,,,,,,,,
20190802T221131+0900,1,340,78,1,75.8,54,2,,,1,,,-50,,25.041324,121.537328,,2,11,1.6,18,,
,,,78,,76,53,2,,,1,,,,,,,,,,,,,
20190802T221132+0900,1,340,76.5,1,75.9,53,0,,,0,,,-50,,25.041504,121.53726,,2,12,1.5,18,,
,,,76.5,,75.7,53,0,,,0,,,,,,,,,,,,,
20190802T221133+0900,1,340,76.5,1,75.5,53,2,,,0,,,-50,,25.041684,121.537189,,2,12,1.4,18,,
,,,76.5,,75.5,54,0,,,0,,,,,,,,,,,,,
20190802T221134+0900,1,340,78,1,75.7,54,0,,,0,,,-50,,25.041862,121.537119,,2,12,1.3,18.2,,
,,,78,,75.7,53,2,,,0,,,,,,,,,,,,,
20190802T221135+0900,1,341,76.5,1,75.5,53,2,,,1,,,-50,,25.04204,121.537048,,2,12,1.3,17.8,,
,,,76.5,,75.2,54,0,,,1,,,,,,,,,,,,,
20190802T221136+0900,1,343,78,1,75.1,54,0,,,2,,,-50,,25.04222,121.536981,,2,12,1.3,17.8,,
,,,78,,75,53,2,,,2,,,,,,,,,,,,,
20190802T221137+0900,1,346,76.5,1,74.6,53,0,,,3,,,-50,,25.042402,121.536923,,2,12,1.3,17.7,,
,,,76.5,,74.1,51,0,,,3,,,,,,,,,,,,,
20190802T221138+0900,1,349,73.6,1,73.3,51,2,,,3,,,-50,,25.042584,121.536874,,2,12,1.3,17.7,,
,,,73.6,,72.7,51,2,,,3,,,,,,,,,,,,,
20190802T221139+0900,1,351,73.6,1,72.3,51,0,,,2,,,-50,,25.042766,121.536836,,2,12,1.3,17.6,,
,,,73.6,,72,51,0,,,2,,,,,,,,,,,,,
20190802T221140+0900,1,353,73.6,1,71.4,51,2,,,2,,,-50,,25.042945,121.536806,,2,12,1.3,17.3,,
,,,73.6,,70.6,50,0,,,2,,,,,,,,,,,,,
20190802T221141+0900,1,355,72.2,1,70,50,0,,,2,,,-50,,25.043124,121.536784,,2,12,1.3,17.2,,
,,,72.2,,69.2,47,2,,,2,,,,,,,,,,,,,
20190802T221142+0900,1,356,67.8,1,68.7,47,2,,,1,,,-50,,25.043299,121.536768,,2,12,1.4,17.3,,
,,,67.8,,67.7,47,0,,,1,,,,,,,,,,,,,
20190802T221143+0900,1,356,67.8,1,66.6,47,0,,,0,,,-50,,25.043471,121.536756,,2,12,1.4,17.2,,
,,,67.8,,65.7,46,2,,,0,,,,,,,,,,,,,
20190802T221144+0900,1,358,66.4,1,64.8,46,0,,,2,,,-50,,25.043636,121.536745,,2,12,1.4,17,,
,,,66.4,,63.9,45,0,,,2,,,,,,,,,,,,,
20190802T221145+0900,1,0,65,1,63.3,45,2,,,2,,,-50,,25.043799,121.536741,,2,12,1.4,17.3,,
,,,65,,63.1,44,2,,,2,,,,,,,,,,,,,
20190802T221146+0900,1,1,63.5,1,62.6,44,0,,,1,,,-50,,25.043958,121.536742,,2,12,1.5,17.8,,
,,,63.5,,61.9,44,0,,,1,,,,,,,,,,,,,
20190802T221147+0900,1,2,63.5,1,61.9,44,2,,,1,,,-50,,25.044115,121.536746,,2,11,1.6,18.1,,
,,,63.5,,62,43,0,,,1,,,,,,,,,,,,,
20190802T221148+0900,1,3,62.1,1,62.1,43,0,,,1,,,-50,,25.044271,121.536753,,2,10,1.6,18.5,,
,,,62.1,,62,44,2,,,1,,,,,,,,,,,,,
20190802T221149+0900,1,3,63.5,1,62.5,44,2,,,0,,,-50,,25.044426,121.536762,,2,10,2.8,18.7,,
,,,63.5,,61.5,44,0,,,0,,,,,,,,,,,,,
20190802T221150+0900,1,4,63.5,1,61.7,44,0,,,1,,,-50,,25.044581,121.536772,,2,12,1.5,19.2,,
,,,63.5,,62,45,2,,,1,,,,,,,,,,,,,
20190802T221152+0900,1,3,65,1,62.2,45,0,,,1,,,-50,,25.044812,121.536789,,2,7,2,19.2,,
,,,65,,62.9,44,0,,,1,,,,,,,,,,,,,
20190802T221152+0900,1,2,63.5,1,62.9,44,2,,,1,,,-50,,25.04489,121.536794,,2,5,2.7,19.1,,
,,,63.5,,63.4,46,2,,,1,,,,,,,,,,,,,
20190802T221153+0900,1,2,66.4,1,64.1,46,0,,,0,,,-50,,25.045048,121.536803,,2,7,2.7,18.7,,
,,,66.4,,64.1,45,0,,,0,,,,,,,,,,,,,
20190802T221154+0900,1,1,65,1,63.9,45,2,,,1,,,-50,,25.045211,121.536811,,2,8,2.4,17.8,,
,,,65,,63.5,45,1,,,1,,,,,,,,,,,,,
20190802T221155+0900,1,1,65,1,63.8,45,1,,,0,,,-50,,25.045371,121.536816,,2,10,1.6,17.2,,
,,,65,,63.3,44,3,,,0,,,,,,,,,,,,,
20190802T221156+0900,1,0,63.5,1,61.6,44,3,,,1,,,-50,,25.04553,121.536821,,2,10,1.7,16.8,,
,,,63.5,,59.4,41,1,,,1,,,,,,,,,,,,,
20190802T221157+0900,1,0,59.2,1,57.3,41,1,,,0,,,-50,,25.045685,121.536823,,2,10,1.6,16.3,,
,,,59.2,,55.5,38,3,,,0,,,,,,,,,,,,,
20190802T221158+0900,1,0,54.8,1,54.1,38,1,,,0,,,-50,,25.045829,121.536825,,2,11,1.5,16.2,,
,,,54.8,,52.9,37,1,,,0,,,,,,,,,,,,,
20190802T221159+0900,1,0,53.4,1,52.2,37,3,,,0,,,-50,,25.045964,121.536826,,2,7,2,16.2,,
,,,53.4,,51.5,36,3,,,0,,,,,,,,,,,,,
20190802T221200+0900,1,0,52,1,51.1,36,0,,,0,,,-50,,25.046095,121.536827,,2,9,1.7,16,,
,,,52,,50.3,35,0,,,0,,,,,,,,,,,,,
20190802T221201+0900,1,0,50.5,1,49.5,35,3,,,0,,,-50,,25.046223,121.536829,,2,7,2.2,15.6,,
,,,50.5,,49.2,35,1,,,0,,,,,,,,,,,,,
20190802T221202+0900,1,0,50.5,1,48.5,35,1,,,0,,,-50,,25.046347,121.53683,,2,9,1.8,15.5,,
,,,50.5,,47.9,33,1,,,0,,,,,,,,,,,,,
20190802T221203+0900,1,0,47.6,1,47.3,33,1,,,0,,,-50,,25.046468,121.536829,,2,10,1.6,14.8,,
,,,47.6,,47.2,34,1,,,0,,,,,,,,,,,,,
20190802T221204+0900,1,0,49.1,1,46.6,34,1,,,0,,,-50,,25.046588,121.536829,,2,10,1.5,14.1,,
,,,49.1,,45.6,32,1,,,0,,,,,,,,,,,,,
20190802T221205+0900,1,0,46.2,1,44.7,32,1,,,0,,,-50,,25.046703,121.536828,,2,11,1.9,13.6,,
,,,46.2,,43.3,30,1,,,0,,,,,,,,,,,,,
20190802T221206+0900,1,359,43.3,1,41.9,30,1,,,1,,,-50,,25.046815,121.536823,,2,10,1.9,13,,
,,,43.3,,40.7,29,1,,,1,,,,,,,,,,,,,
20190802T221207+0900,1,359,41.8,1,39.2,29,1,,,0,,,-50,,25.046921,121.536821,,2,10,2.1,12.3,,
,,,41.8,,37.5,26,1,,,0,,,,,,,,,,,,,
20190802T221208+0900,1,359,37.5,1,35.8,26,1,,,0,,,-50,,25.047019,121.53682,,2,10,1.8,11.6,,
,,,37.5,,33.8,23,1,,,0,,,,,,,,,,,,,
20190802T221209+0900,1,359,33.2,1,32,23,1,,,0,,,-50,,25.047109,121.53682,,2,10,1.7,11.1,,
,,,33.2,,31.3,22,1,,,0,,,,,,,,,,,,,
20190802T221210+0900,1,359,31.7,1,30.3,22,1,,,0,,,-50,,25.04719,121.53682,,2,10,1.8,10.5,,
,,,31.7,,29.6,21,1,,,0,,,,,,,,,,,,,
20190802T221211+0900,1,359,30.3,1,29.1,21,1,,,0,,,-50,,25.047266,121.53682,,2,10,2,10.1,,
,,,30.3,,28.8,20,1,,,0,,,,,,,,,,,,,
20190802T221212+0900,1,359,28.8,1,28.3,20,5,,,0,,,-50,,25.047339,121.53682,,2,10,1.7,9.6,,
,,,28.8,,26.4,19,5,,,0,,,,,,,,,,,,,
20190802T221214+0900,1,359,27.4,1,24.6,19,1,,,0,,,-50,,25.047444,121.536819,,2,8,2,8.8,,
,,,27.4,,22.5,17,1,,,0,,,,,,,,,,,,,
20190802T221215+0900,1,359,24.5,1,20.3,17,1,,,0,,,-50,,25.047506,121.536818,,2,6,4.1,8.5,,
,,,24.5,,17.9,13,1,,,0,,,,,,,,,,,,,
20190802T221216+0900,1,359,18.7,1,15.6,13,1,,,0,,,-50,,25.047556,121.536817,,2,5,4.3,8.1,,
,,,18.7,,14,11,1,,,0,,,,,,,,,,,,,
20190802T221216+0900,1,359,15.8,1,14,11,1,,,0,,,-50,,25.047577,121.536817,,2,5,4.3,8.1,,
,,,15.8,,10.3,8,1,,,0,,,,,,,,,,,,,
20190802T221218+0900,1,359,11.5,1,9,8,1,,,0,,,-50,,25.047626,121.536817,,2,7,2.9,7.8,,
,,,11.5,,7.9,6,1,,,0,,,,,,,,,,,,,
20190802T221218+0900,1,359,8.6,1,7.9,6,1,,,0,,,-50,,25.047638,121.536816,,2,7,2.9,7.8,,
,,,8.6,,5.5,4,1,,,0,,,,,,,,,,,,,
20190802T221220+0900,1,359,5.7,1,4.1,4,1,,,0,,,-50,,25.047665,121.536816,,2,8,2,7.6,,
,,,5.7,,3,3,1,,,0,,,,,,,,,,,,,
20190802T221221+0900,1,359,4.3,1,1.3,3,1,,,0,,,-50,,25.047675,121.536816,,2,7,2.2,7.6,,
,,,4.3,,0,1,1,,,0,,,,,,,,,,,,,
20190802T221222+0900,1,359,1.4,1,0,1,1,,,0,,,-50,,25.047678,121.536816,,2,7,2.2,7.6,,
,,,1.4,,0,0,1,,,0,,,,,,,,,,,,,
20190802T221223+0900,1,359,0,1,0,0,1,,,0,,,-50,,25.047678,121.536817,,2,7,2.2,7.6,,
,,,0,,0,0,1,,,0,,,,,,,,,,,,,
20190802T221224+0900,1,359,0,1,0,0,1,,,0,,,-50,,25.047678,121.536817,,2,8,2.1,7.6,,
,,,0,,0,0,1,,,0,,,,,,,,,,,,,
20190802T221225+0900,1,359,0,1,0,0,1,,,0,,,-50,,25.047678,121.536817,,2,8,2.2,7.6,,
,,,0,,0,0,1,,,0,,,,,,,,,,,,,
